305,GeForce MX230,2198
306,GeForce GTX 560 SE,2198
307,GeForce GTX 745,2197
308,Firepro W5170M,2196
309,RadeonT R7 450,2185
310,GeForce GTX 555,2160
311,Intel Iris Pro P580,2157
312,Radeon TM R9 A360,2148
313,Intel Iris Plus 645,2145
314,GRID K240Q,2144
315,GeForce GTX 675M,2140
316,Radeon R9 M375X,2121
317,FirePro M5100,2103
318,Quadro K3100M,2081
319,GeForce GTX 670MX,2080
320,Radeon R9 M360,2071
321,Quadro 5000M,2060
322,Radeon R7 M465X,2057
323,Radeon HD 5830,2056
324,Quadro P520,2054
325,Quadro 4000,2052
326,GeForce GTX 480M,2051
327,Radeon HD 6790,2047
328,Radeon Vega 11,2043
329,GRID M10-1B,2025
330,GeForce GTX 570M,2024
331,Embedded Radeon E9173,1996
332,Radeon R7 + R7 350 Dual,1982
333,Matrox C680 PCIe x16,1978
334,GeForce MX130,1977
335,GeForce GTX 860M,1976
336,Intel Iris Plus 655,1972
337,Radeon HD 6900M,1963
338,Radeon R7 + HD 7700 Dual,1962
339,Radeon HD 7660D + HD 7700 Dual,1958
340,GeForce GTX 670M,1951
341,GeForce GTX 470M,1950
342,GeForce GTX 950M,1943
343,Radeon R9 M370X,1942
344,GeForce GTX 645,1940
345,Quadro M600M,1932
346,GeForce GTX 550 Ti,1921
347,GeForce GTX 765M,1888
348,Intel Iris Pro 580,1881
349,Radeon RX 550X,1867
350,Radeon Vega 9,1866
351,GeForce GTX 650,1836
352,FirePro 3D V7800,1835
353,Radeon HD 8570D + HD 7700 Dual,1835
354,Quadro 5010M,1833
355,MxGPU,1826
356,Matrox C900 PCIe x16,1812
357,Radeon R9 255,1807
358,Radeon HD 8870M / R9 M270X / M370X,1800
359,Radeon R7 FX-9830P RADEON,1796
360,Radeon Vega 10,1791
361,Quadro 4000M,1789
362,Radeon HD 8670D + 7700 Dual,1789
363,GeForce GTX 950A,1771
364,Radeon 540X,1752
365,Quadro K3000M,1749
366,Radeon Vega 8,1743
367,Radeon RX Vega 8,1737
368,FirePro M6000 Mobility Pro,1734
369,Radeon RX Vega 10,1732
370,Intel Iris Plus,1727
371,Intel HD P630,1727
372,Quadro K2000,1724
373,Radeon RX Vega11,1724
374,FirePro M4000 Mobility Pro,1714
375,Radeon HD 5770,1713
376,Radeon HD 7750,1712
377,FirePro W600,1704
378,Quadro P500,1703
379,FirePro W4100 Adapter,1693
380,Quadro P400,1690
381,Radeon HD 6770,1685
382,FirePro W5130M,1684
383,Quadro K2000D,1677
384,Radeon Vega 10 Mobile,1668
385,GeForce GTX 850M,1654
386,Radeon HD 8870M,1638
387,Radeon Vega 8 Mobile,1632
388,FirePro M4000,1627
389,Ryzen 7 2700U with Radeon Vega,1617
390,GeForce MX110,1613
391,FirePro W4100,1603
392,GeForce GT 755M,1602
393,Quadro M520,1599
394,Radeon 540,1594
395,Intel Iris 550,1585
396,Intel Iris Plus 650,1579
397,Radeon E8860,1577
398,GeForce GT 740,1568
399,GeForce GTS 450,1556
400,Radeon Vega 6,1546
401,Intel Iris Pro Graphics 6200,1545
402,Radeon HD 8470D + HD 7500 Dual,1545
403,Radeon HD 4890,1543
404,GeForce GTX 560M,1541
405,FirePro V5900,1531
406,Radeon R9 M275X / M375,1528
407,GeForce 945M,1509
408,Radeon HD 7870M,1507
409,Ryzen 5 2500U with Radeon Vega,1503
410,FirePro 3D V5800,1487
411,Radeon HD 7660D + HD 6670 Dual,1485
412,Quadro 3000M,1464
413,Radeon Pro WX3200,1460
414,Radeon HD 5750,1456
415,GeForce GTX 660M,1448
416,Radeon R9 M270X,1445
417,GeForce GTX 760M,1439
418,Radeon R5 A10-9630P 4C+6G,1437
419,Radeon HD 7730,1427
420,Radeon HD 7560D + 7670 Dual,1426
421,Radeon R7 430,1419
422,Radeon R7 M370,1418
423,Intel Iris Plus 640,1417
424,Radeon Pro WX 4170,1409
425,Radeon R7 250,1403
426,GeForce GTX 460M,1395
427,Intel UHD P630,1384
428,Radeon HD 4870,1383
429,Radeon R7 PRO A12-8870,1376
1,FirePro W4170M,1374
2,GeForce 940MX,1373
3,Radeon HD 7850M,1373
4,FirePro M40003,1364
5,Radeon HD 8670D + 6670 Dual,1361
6,Intel UHD 630,1358
7,Radeon HD 7560D + HD 7700 Dual,1347
8,Quadro K2100M,1344
9,Intel Iris 540,1344
10,FireStream 9270,1341
11,Radeon R7 PRO A12-9800,1336
12,Radeon R7 PRO A10-8770,1320
13,Quadro 2000,1316
14,Radeon HD 8790M,1316
15,Radeon HD 6750,1316
16,FirePro M5950,1314
17,Radeon HD 4870 X2,1309
18,Radeon 535,1307
19,FirePro V4900,1307
20,Radeon R7 M465,1306
21,Radeon R9 M265X,1298
22,Firepro W4190M,1298
23,GeForce GT 750M,1298
24,GeForce GT 545,1291
25,GeForce GT 640,1282
26,GeForce GTX 760A,1281
27,Radeon R7 PRO A10-9700,1281
28,Radeon R7 A370,1281
29,Radeon R7 + R7 200 Dual,1279
30,Quadro 2000D,1279
31,GeForce GTX 285,1274
32,FirePro 3D V8750,1272
33,Radeon R7 M350,1261
34,Radeon HD 8570D + HD 6670 Dual,1261
35,Intel UHD,1260
36,Mobility Radeon HD 5870,1253
37,GeForce 930MX,1245
38,GeForce GTX 275,1245
39,Radeon R7 A12-9800 RADEON,1245
40,Quadro 2000 D,1239
41,Radeon R9 M375,1239
42,Radeon HD 8570D + 6570 Dual,1239
43,Radeon HD 7660D + 6670 Dual,1238
44,Radeon HD 8790M / R9 M290X,1237
45,GeForce GT 650M,1235
46,Radeon HD 8670D + HD 6670 Dual,1222
47,GeForce 930A,1221
48,Intel Iris Pro P6300,1209
49,GeForce GTX 280,1208
50,FirePro 3D V8700,1206
51,Radeon HD 7750M,1191
52,GeForce GT 745A,1180
53,Intel Iris Pro 5200,1173
54,FirePro 3D V4800,1168
55,FireStream 9250,1165
56,Radeon R7 M460,1161
57,Barco MXRT 5400,1161
58,Radeon R7 PRO A12-8870E,1160
59,Radeon R7 A10-9700 RADEON,1159
60,Intel Coffee Lake UHD,1158
61,Radeon R7 A10-7890K,1155
62,GeForce GPU,1153
63,GeForce 845M,1148
64,Radeon R7 PRO A10-8770E,1148
65,Radeon R7 PRO A10-9700E,1143
66,Radeon R7 A12-9800E RADEON,1142
67,Intel HD 630,1140
68,Radeon HD 8850M / R9 M265X,1140
69,GeForce GTX 260,1136
70,Radeon HD 4850 X2,1132
71,Radeon HD 7560D + 6670 Dual,1131
72,RadeonT R5 430,1124
73,Radeon R7 A10-7870K,1124
74,Radeon 530,1120
75,Radeon HD 7670,1116
76,Radeon R7 M260X,1116
77,Radeon R9 M275,1115
78,Radeon R7 A10-8850,1115
79,FirePro M4150,1114
80,Quadro FX 5800,1111
81,Radeon R7 A10-9700E RADEON,1105
82,Radeon HD 7660D + 6570 Dual,1100
83,Radeon Vega 3 Mobile,1098
84,Quadro M500M,1096
85,GeForce 920MX,1093
86,FirePro M4170,1087
87,Radeon HD 5670,1087
88,Quadro K2000M,1081
89,Radeon R7 A8-9600 RADEON,1081
90,Radeon R5 PRO A6-8570 2C+6G,1079
91,Intel UHD Graphics 620,1073
92,Radeon HD 8750M,1072
93,Radeon R7 PRO A10-9700B,1067
94,Radeon R7 M445,1066
95,Radeon Vega 3,1065
96,Radeon HD 6670,1062
97,Intel HD P530,1062
98,Radeon HD 7660D + 7670 Dual,1062
99,Radeon HD 7520G + 7700M Dual,1061
100,Firepro M4100,1059
101,GeForce GT 445M,1055
102,Radeon R5 340,1055
103,GeForce GTX 295,1053
104,Radeon R7 Opteron X3421,1051
105,Radeon HD 7670A,1050
106,Radeon R7 PRO A8-9600,1049
107,Radeon HD 8730M,1049
108,Radeon R7 340,1047
109,Radeon R7 + R7 240 Dual,1045
110,Quadro K1100M,1045
111,Radeon HD 4770,1034
112,Quadro 2000M,1034
113,Radeon HD 8570D + HD 8570 Dual,1033
114,GeForce 940A,1031
115,Radeon HD 8600/8700M,1030
116,Radeon HD7570,1029
117,Radeon R7 + R5 330 Dual,1028
118,Radeon R5 430,1028
119,Radeon R7 A8-7500,1028
120,Radeon R7 FX-8800P,1026
121,Radeon HD 4850,1022
122,Radeon R5 A6-9500 2C+6G,1021
123,Radeon R7 A10-7850K,1020
124,Radeon HD 8670D + R7 240 Dual,1020
125,Radeon 535DX,1019
126,Radeon HD 6700M,1017
127,Radeon R7 PRO A12-9800E,1015
128,Radeon HD 7690M XT,1009
129,Intel HD 530,1009
130,GeForce 830A,1005
131,GeForce 940M,1005
132,Radeon HD 7690M,1003
133,Quadro FX 4800,1001
134,Radeon HD 8570D + R7 200 Dual,999
135,Radeon HD 7660G + HD 7500M/7600M Dual,999
136,Radeon HD 7640G + HD 8750M Dual,997
137,Radeon HD 6800M,994
138,Radeon HD 7730M,994
139,Barco MXRT 5450,993
140,Radeon R7 A10-8750,990
141,Radeon HD 8570,990
142,Radeon R7 A265,987
143,Radeon HD 8690M,984
144,Radeon HD 7560D + 7560D Dual,983
145,NVS 810,981
146,GeForce GT 745M,981
147,Radeon HD 7570,981
148,Intel Iris 6100,978
149,Radeon R7 240,976
150,Radeon R7 A10-7860K,976
151,Radeon E6760,973
152,Radeon HD 8850M,973
153,GeForce GT 640M,967
154,Radeon HD 7660G N HD 7660G + HD 7700M N HD 7700M D,967
155,Radeon HD 6770M,964
156,Radeon HD 8570D + R7 240 Dual,964
157,Radeon R7 A10 PRO-7850B,962
158,GeForce 930M,962
159,Radeon R7 A8-7680,956
160,Radeon HD 5600/5700,956
161,Radeon R7 M440,956
162,Radeon R7 PRO A10-8750B,954
163,Radeon HD 8670D + R7 200 Dual,950
164,Quadro CX,947
165,Radeon HD 4830,946
166,Radeon R7 PRO A10-8850B,945
167,Radeon HD 7660D + R7 240 Dual,942
168,Radeon HD 6750M,937
169,Intel HD Graphics 620,935
170,Radeon HD 7660G + 7730M Dual,931
171,Radeon R7 240 + HD 8670D Dual,930
172,Radeon R7 A12-9720P RADEON,929
173,GeForce 840M,928
174,Quadro K620M,925
175,Radeon R7 A8-7600,924
176,GeForce GT 730,923
177,GeForce 920A,919
178,Radeon R7 240 + HD 8570D Dual,918
179,GeForce GT 635,913
180,GRID K220Q,912
181,Radeon HD 8650G,911
182,GeForce GT 645M,911
183,Radeon R7 A8-8650,911
184,Radeon R5 PRO A6-9500 2C+6G,907
185,Radeon R7 M365X,905
186,FirePro W2100,905
187,GeForce 830M,905
188,Radeon R7 PRO A12-8830B,900
189,GeForce 9800 GTX+,897
190,Radeon R7 A10-7700K,896
191,GeForce GT 555M,892
192,Radeon R7 A10-7800,889
193,Radeon R7 + R5 435 Dual A10-9700 RADEON,886
194,Radeon R9 M385X,886
195,Radeon HD 8650G + 7670M Dual,884
196,Radeon HD 7660G + HD 7730M Dual,882
197,GRID K1,881
198,GeForce 9800 GTX/9800 GTX+,879
199,GeForce 840A,878
200,Intel UHD 617,878
201,Radeon R5 PRO A6-9500E 2C+4G,877
202,GeForce GTS 250,876
203,FirePro V3900,874
204,Radeon HD 3870 X2,874
205,Radeon HD 8570D + HD 6570 Dual,868
206,Mobility Radeon HD 4850,867
207,Radeon R7 A8-7670K,865
208,Radeon R7 A8-7650K,862
209,Radeon R7 A12-9730P RADEON,862
210,Radeon HD 8550G + HD 7600M Dual,855
211,Radeon R7 A8-7500 4C+6G,853
212,Radeon HD 8500M/8700M,853
213,Radeon R5 PRO A8-9600B 4C+6G,845
214,GeForce GT 730M,843
215,Intel HD 520,843
216,GeForce GT 440,841
217,Quadro FX 3800,839
218,Radeon R5 PRO A6-8570E 2C+4G,839
219,Radeon HD 8670D + R5 235 Dual,837
220,Radeon R7 FX-9800P RADEON,836
221,GeForce 8800 GTS 512,834
222,Radeon HD 7560D + 6570 Dual,833
223,Radeon R7 PRO A8-8650B,832
224,Radeon HD 8650G + 8600/8700M Dual,832
225,Radeon HD 7660G + 7600M Dual,832
226,Intel HD 6000,830
227,Intel HD 5200,830
228,Quadro K420,829
229,Radeon R7 M265,825
230,Radeon HD 7640G N HD 7640G + HD 7600M N HD 7600M D,824
231,Radeon R7 PRO A12-9800B,824
232,Radeon R5 PRO A10-8730B 4C+6G,823
233,Quadro K600,823
234,Radeon HD 3850 X2,822
235,Radeon HD 8650G + HD 7600M Dual,820
236,Radeon HD 8550G + HD 8750M Dual,819
237,Radeon R8 M445DX,819
238,GeForce GTS 240,818
239,Radeon HD 6650M,816
240,Radeon HD 8550G + HD 8600/8700M Dual,813
241,Radeon HD 7670M,812
242,GeForce 730A,808
243,Radeon R5 A10-9600P 4C+6G,807
244,Radeon R5 A10-9620P 4C+6G,804
245,Quadro FX 3800M,803
246,GeForce GTX 850A,803
247,Radeon HD 8550G + 8600/8700M Dual,803
248,Intel UHD 610,799
249,Radeon HD 7660G,798
250,GeForce 9800 GX2,798
251,Radeon HD 8550G + 8750M Dual,796
252,Quadro K1000M,795
253,Radeon HD 7650A,795
254,NVS 5400M,793
255,Radeon R7 A10 Extreme Edition,790
256,GeForce GT 740M,789
257,GeForce GT 640M LE,789
258,Radeon 520,787
259,Radeon HD 8650G + 8750M Dual,787
260,Intel UHD 615,786
261,Radeon R7 PRO A6-9500 2C+6G,781
262,Radeon HD 8670D,781
263,Radeon HD 7660D,780
264,Radeon HD 8650G + HD 8750M Dual,779
265,Radeon R7 M340,778
266,GRID K180Q,778
267,GeForce GT 340,775
268,Radeon R7 M270,774
269,Radeon HD 7600M + 7600M Dual,773
270,Radeon HD 8650G N HD 8650G + HD 8570M Dual,773
271,Mobility Radeon HD 5000,773
272,Radeon HD 7660G + HD 7600M Dual,773
273,Radeon HD 4810,769
274,GeForce 9800 GTX,769
275,GeForce 8800 Ultra,769
276,Radeon R5 M255,765
277,GeForce 825M,764
278,NVS 510,764
279,Radeon HD 8650G + HD 8600/8700M Dual,764
280,Mobility Radeon HD 5850,763
281,GeForce 8800 GTX,762
282,Radeon HD 6570,760
283,Quadro K610M,758
284,Radeon R5 420,757
285,Radeon HD 7660G + 7700M Dual,757
286,GeForce GTS 360M,757
287,Radeon R7 A10 PRO-7800B,756
288,Quadro 1100M,755
289,Radeon HD 8570D + HD 7000 Dual,753
290,Quadro 1000M,752
291,Radeon HD 7660G + HD 7700M Dual,752
292,Radeon R7 A12-9700P RADEON,750
293,Intel Iris 5100,750
294,GeForce GT 140,748
295,GeForce 8800 GT,748
296,GeForce GT 630,747
297,Radeon HD 7660G + 7610M Dual,746
298,GeForce GT 530,745
299,Radeon R7 PRO A12-8800B,744
300,Radeon R5 235 + HD 7560D Dual,744
301,Radeon HD 7660G + 7670M Dual,743
302,GeForce GT 730A,743
303,Radeon HD 8650G + 7600M Dual,742
304,Intel HD 615,741
305,Radeon 6600M,741
306,Radeon R8 M365DX,741
307,GeForce 920M,739
308,Radeon HD 7670M + 7670M Dual,738
309,Radeon R7 A8 PRO-7600B,738
310,GeForce GTX 285M,735
311,Radeon R7 M360,733
312,GeForce 9600 GT,729
313,Radeon HD 7550M/7650M,728
314,GRID K140Q,728
315,GeForce 720A,725
316,Radeon R8 M535DX,724
317,Radeon HD 7650M,724
318,Radeon HD 7660G N HD 7660G + HD 7600M N HD 7600M D,723
319,Radeon HD 8650G + R5 M200 Dual,723
320,Mobility Radeon HD 5570,721
321,Mobility Radeon HD 4870,720
322,GeForce GT 550M,720
323,Radeon HD 7540D + 6570 Dual,720
324,Radeon HD 8550G,719
325,Radeon HD 8670D + HD 7000 Dual,719
326,Intel HD 610,718
327,Radeon HD 8470D + 6450 Dual,717
328,Radeon HD 3870,717
329,GeForce GT 720,716
330,Radeon HD 8650G + HD 8570M Dual,716
331,Intel HD 4600,715
332,Radeon HD 5570,714
333,Radeon HD 7660G + HD 8670M Dual,711
334,Radeon HD 6550A,708
335,GeForce 9800 GT,707
336,Radeon HD 7660G + HD 7670M Dual,707
337,GeForce GT 820M,706
338,Radeon HD 7640G + 7600M Dual,706
339,Radeon HD 7660G N HD 7660G + HD 7670M Dual,705
340,Radeon HD 7640G + HD 7600M Dual,704
341,GRID K160Q,701
342,GeForce 820A,700
343,GeForce GT 635M,700
344,TRINITY DEVASTATOR MOBILE,699
345,Radeon HD 7570M/HD 7670M,699
346,Quadro 600,699
347,Radeon HD 7640G + HD 8570M Dual,697
348,Radeon R5 PRO A6-9500B 2C+4G,693
349,GeForce GT 630M,691
350,Radeon HD 7640G + 7700M Dual,691
351,Radeon R7 M260DX,690
352,Radeon R5 PRO A6-8530B 2C+4G,690
353,Radeon HD 7640G + 8600/8700M Dual,689
354,GeForce GT 710,687
355,Radeon HD 8650G + R5 M230 Dual,686
356,Radeon HD 8550D,685
357,Radeon HD 6630M,685
358,Quadro FX 5600,681
359,Radeon R6 A10-8700P,681
360,GRID P40-3Q,681
361,Radeon HD 8650G N HD 8650G + HD 8600M N HD 8600M D,680
362,Radeon HD 7640G N HD 7640G + HD 7670M Dual,680
363,Radeon HD 8570D,679
364,GeForce GTS 160M,679
365,Mobility Radeon HD 5730,678
366,GeForce GT 735M,676
367,Radeon HD 8610G + R5 M200 Dual,676
368,Quadro FX 4700 X2,676
369,Intel HD P4600/P4700,675
370,Radeon HD 8550G + R5 M230 Dual,668
371,GeForce GT 435M,668
372,Radeon R7 M260,666
373,Radeon HD 7640G + HD 8500M N HD 8500M Dual,666
374,NVS 5200M,665
375,FirePro M7740,665
376,Radeon HD 8550G + 8690M Dual,664
377,Quadro 500M,664
378,Radeon HD 7560D,663
379,Intel HD 5600,663
380,GeForce GT 430,662
381,FireGL V7700,660
382,GeForce GT 720A,660
383,Radeon HD 7640G + HD 7670M Dual,660
384,Radeon HD 2900 XT,660
385,Quadro FX 2800M,657
386,Radeon HD 7640G + 8750M Dual,655
387,Radeon HD 8650G + 8570M Dual,654
388,Quadro K510M,651
389,Radeon HD 7520G + HD 8750M Dual,651
390,SUMO 9640,650
391,Radeon R5 240,650
392,GeForce GT 540M,649
393,GeForce GT 240,649
394,Radeon R5 M430,649
