45,G Skill Intl F4-4133C19-8GTZKW 8GB,20678 MB/s
46,G Skill Intl F4-3866C18-8GTZKW 8GB,20658 MB/s
47,G Skill Intl F4-4133C17-8GTZR 8GB,20626 MB/s
48,G Skill Intl F4-4133C19-8GTZSWC 8GB,20594 MB/s
49,G Skill Intl F4-3200C14-8GVR 8GB,20582 MB/s
50,Corsair CMW16GX4M2K4266C19 8GB,20580 MB/s
51,Corsair CMW32GX4M4K4000C19 8GB,20563 MB/s
52,Kingston KHX4000C19D4/8GX 8GB,20561 MB/s
53,Shanghai Kuxin Microelectronics Ltd NMUD480E82-3200 8GB,20542 MB/s
54,Crucial Technology BLS8G4D30AESEK.M8FE1 8GB,20535 MB/s
55,G Skill Intl F4-3200C15-8GTZSK 8GB,20535 MB/s
56,G Skill Intl F4-3733C17-4GTZ 4GB,20533 MB/s
57,G Skill Intl F4-4266C19-8GTZA 8GB,20460 MB/s
58,G Skill Intl F4-4266C19-8GTRG 8GB,20438 MB/s
59,G Skill Intl F4-3600C16-8GTZRC 8GB,20410 MB/s
60,G Skill Intl F4-3600C16-8GTZNC 8GB,20404 MB/s
61,Crucial Technology BLS4G4D26BFSE.8FE 4GB,20373 MB/s
62,G Skill Intl F4-3200C14-8GFX 8GB,20353 MB/s
63,G Skill Intl F4-3200C14-16GTZKW 16GB,20352 MB/s
64,G Skill Intl F4-3300C16-8GTZSW 8GB,20347 MB/s
65,Crucial Technology BLS8G4D32AESTK.M8FE 8GB,20334 MB/s
66,G Skill Intl F4-4266C19-8GTZKW 8GB,20323 MB/s
67,G Skill Intl F4-3000C16-8GSXWB 8GB,20319 MB/s
68,G Skill Intl F4-4266C19-8GTZR 8GB,20299 MB/s
69,G Skill Intl F4-3600C19-8GSXF 8GB,20289 MB/s
70,G Skill Intl F4-3733C17-8GTZA 8GB,20286 MB/s
71,Shanghai Kuxin Microelectronics Ltd NMUD480E86-3000 8GB,20244 MB/s
72,Crucial Technology BLE8G4D40BEEAK.M8FE1 8GB,20223 MB/s
73,G Skill Intl F4-3200C14-8GTZKW 8GB,20210 MB/s
74,Corsair CMW32GX4M2C3466C16 16GB,20199 MB/s
75,Corsair CMK64GX4M8X3600C18 8GB,20186 MB/s
76,G Skill Intl F4-3466C16-8GTZR 8GB,20183 MB/s
77,G Skill Intl F4-4400C19-8GTZKK 8GB,20169 MB/s
78,Corsair CMK16GX4M2Z3200C16 8GB,20164 MB/s
79,Patriot Memory (PDP Systems) 4400 C19 Series 8GB,20153 MB/s
80,G Skill Intl F4-3600C17-16GTZ 16GB,20150 MB/s
81,Corsair CMK16GX4M4B3733C17 4GB,20147 MB/s
82,G Skill Intl F4-3600C16-8GVK 8GB,20132 MB/s
83,G Skill Intl F4-3466C16-8GVK 8GB,20092 MB/s
84,G Skill Intl F4-3600C17-16GTZKK 16GB,20079 MB/s
85,G Skill Intl F4-3200C14-8GVK 8GB,20066 MB/s
86,Corsair CMW16GX4M2C3200C14 8GB,20062 MB/s
87,V-Color Technology Inc. TA48G36S818BNK 8GB,20060 MB/s
88,G Skill Intl F4-3600C16-8GTZR 8GB,20049 MB/s
89,Team Group Inc. TEAMGROUP-D4-3733 8GB,20043 MB/s
90,Corsair CMW32GX4M2C3333C16 16GB,20035 MB/s
91,Crucial Technology BLS8G4D32AESCK.M8FE1 8GB,20004 MB/s
92,G Skill Intl F4-3600C19-8GSXKB 8GB,19977 MB/s
93,Mushkin MR[A/B]4U320LLLM16G 16GB,19969 MB/s
94,G Skill Intl F4-3200C14-8GTZR 8GB,19966 MB/s
95,G Skill Intl F4-3466C16-8GTZSK 8GB,19965 MB/s
96,Corsair CMK8GX4M2B3600C18 4GB,19963 MB/s
97,Essencore Limited IM48GU48A32-GIISMZ 8GB,19945 MB/s
98,G Skill Intl F4-3600C18-8GTZN 8GB,19941 MB/s
99,Corsair CMD16GX4M2K4133C19 8GB,19927 MB/s
100,Wilk Elektronik S.A. IRX3000D464L16S/8G 8GB,19913 MB/s
101,G Skill Intl F4-3200C15-8GTZKW 8GB,19908 MB/s
102,Corsair CMR16GX4M2F4000C19 8GB,19902 MB/s
103,Kingston KHX3600C17D4/8GX 8GB,19898 MB/s
104,Corsair CMK32GX4M4B3866C18 8GB,19886 MB/s
105,Crucial Technology BLE4G4D30AEEA.K8FE 4GB,19877 MB/s
106,G Skill Intl F4-3200C16-8GRKB 8GB,19869 MB/s
107,Kingston 9932301-P01.A00G 4GB,19865 MB/s
108,Corsair CMK32GX4M4B3733C17 8GB,19840 MB/s
109,G Skill Intl F4-4000C19-16GTRS 16GB,19836 MB/s
110,G Skill Intl F4-3466C16-4GTZ 4GB,19835 MB/s
111,Crucial Technology BLE8G4D36BEEAK.M8FE3 8GB,19819 MB/s
112,Corsair CMK32GX4M2C3333C16 16GB,19818 MB/s
113,G Skill Intl F4-3200C16-16GTRS 16GB,19808 MB/s
114,G Skill Intl F4-3200C14-16GTZSK 16GB,19796 MB/s
115,Corsair CMR16GX4M2C3600C18 8GB,19793 MB/s
116,Panram International Corporation PUD43000C158G2NJK 8GB,19776 MB/s
117,Corsair CM4X8GD3000C15K4 8GB,19752 MB/s
118,Corsair CMU16GX4M2D3000C16 8GB,19736 MB/s
119,Corsair CMK64GX4M2E3200C16 32GB,19736 MB/s
120,Galaxy Microsystems Ltd. GALAX OC LAB 8GB,19734 MB/s
121,G Skill Intl F4-4133C19-8GTZC 8GB,19723 MB/s
122,Corsair CMD32GX4M2B3466C16 16GB,19706 MB/s
123,Corsair CMT16GX4M2C3600C18 8GB,19693 MB/s
124,G Skill Intl F4-3200C15-16GTZSK 16GB,19688 MB/s
125,G Skill Intl F4-3200C14-16GTZR 16GB,19683 MB/s
126,G Skill Intl F4-4000C18-8GTZ 8GB,19676 MB/s
127,G Skill Intl F4-2933C16-16GFX 16GB,19674 MB/s
128,Corsair CMK32GX4M2E3200C16 16GB,19671 MB/s
129,G Skill Intl F4-3200C14-8GTZSK 8GB,19666 MB/s
130,Corsair CMWX8GD3200C16W4 8GB,19662 MB/s
131,G Skill Intl F4-3866C18-8GTZ 8GB,19660 MB/s
132,G Skill Intl F4-3600C17-4GTZ 4GB,19659 MB/s
133,Kingston KHX3466C16D4/16GX 16GB,19633 MB/s
134,G Skill Intl F4-3466C16-4GVK 4GB,19630 MB/s
135,G Skill Intl F4-3600C19-16GTRS 16GB,19612 MB/s
136,G Skill Intl F4-3200C18-16GRS 16GB,19597 MB/s
137,Patriot Memory (PDP Systems) 3600 C16 Series 8GB,19595 MB/s
138,Corsair CMK16GX4M2Z3600C18 8GB,19595 MB/s
139,G Skill Intl F4-3000C14-8GTZR 8GB,19585 MB/s
140,G Skill Intl F4-3200C16-16GSXWB 16GB,19583 MB/s
141,Hyundai Inc AR32C16S8K2SU416R 8GB,19579 MB/s
142,Corsair CMD8GX4M2B3466C18 4GB,19576 MB/s
143,Corsair CMT16GX4M2C3000C15 8GB,19566 MB/s
144,Corsair CMK16GX4M2K4400C19 8GB,19514 MB/s
145,G Skill Intl F4-3866C18-8GTZR 8GB,19511 MB/s
146,Crucial Technology BLS16G4D32AESE.M16FE 16GB,19508 MB/s
147,G Skill Intl F4-4133C19-4GTZ 4GB,19503 MB/s
148,G Skill Intl F4-3600C17-8GTZR 8GB,19476 MB/s
149,Shanghai Kuxin Microelectronics Ltd NMUD480E86-3200 8GB,19466 MB/s
150,Corsair CMK16GX4M2E4000C19 8GB,19459 MB/s
151,G Skill Intl F4-4000C19-8GTZKW 8GB,19449 MB/s
152,Corsair CMD16GX4M2E4000C19 8GB,19446 MB/s
153,G Skill Intl F4-4000C19-4GTZ 4GB,19416 MB/s
154,Corsair CMK32GX4M4D3600C18 8GB,19415 MB/s
155,Corsair CMK8GX4M2B3733C17 4GB,19411 MB/s
156,Corsair CMD16GX4M4B3333C16 4GB,19410 MB/s
157,G Skill Intl F4-3200C14-8GTZRX 8GB,19403 MB/s
158,Team Group Inc. TEAMGROUP-UD4-3200 8GB,19399 MB/s
159,G Skill Intl F4-3600C17-16GTZKW 16GB,19395 MB/s
160,Corsair CMD32GX4M4B3733C17 8GB,19383 MB/s
161,Patriot Memory (PDP Systems) 3733 C17 Series 8GB,19375 MB/s
162,Corsair CMW16GX4M2C3600C18 8GB,19359 MB/s
163,Corsair CM4X8GD3000C16K4 8GB,19354 MB/s
164,G Skill Intl F4-3600C16-16GTZNC 16GB,19348 MB/s
165,G Skill Intl F4-3333C16-8GTZ 8GB,19344 MB/s
166,Team Group Inc. TEAMGROUP-UD4-4000 4GB,19341 MB/s
167,G Skill Intl F4-3600C18-16GVK 16GB,19321 MB/s
168,Corsair CM4X8GF3000C15K4 8GB,19321 MB/s
169,Crucial Technology BLS8G4D26BFSEK.8FBR 8GB,19317 MB/s
170,Corsair CMT32GX4M2C3200C16 16GB,19312 MB/s
171,A-DATA Technology DDR4 3600 8GB,19306 MB/s
172,Corsair CMK32GX4M2Z3200C16 16GB,19299 MB/s
173,G Skill Intl F4-3600C19-8GSXWB 8GB,19298 MB/s
174,Corsair CMR32GX4M2C3000C16 16GB,19282 MB/s
175,G Skill Intl F4-4266C19-8GTRS 8GB,19280 MB/s
176,Mushkin 99[2/7/4]205[F/T] 8GB,19276 MB/s
177,G Skill Intl F4-3733C17-8GTZKW 8GB,19273 MB/s
178,G Skill Intl F4-3200C16-16GTZRX 16GB,19272 MB/s
179,G Skill Intl F4-4000C18-8GTZR 8GB,19267 MB/s
180,Crucial Technology BLS8G4D32AESEK.M8FE 8GB,19252 MB/s
181,Corsair CMT64GX4M4C3466C16 16GB,19250 MB/s
182,G Skill Intl F4-3200C15-16GTZR 16GB,19240 MB/s
183,G Skill Intl F4-3600C16-16GVKC 16GB,19236 MB/s
184,Corsair CM4X8GD3200C16K4 8GB,19228 MB/s
185,G Skill Intl F4-3200C16-8GTZRX 8GB,19223 MB/s
186,G Skill Intl F4-3000C16-8GTRG 8GB,19216 MB/s
187,Corsair CMK16GX4M2B3333C16 8GB,19213 MB/s
188,Corsair CMR32GX4M2C3000C15 16GB,19203 MB/s
189,A-DATA Technology DDR4 3200 2OZ 4GB,19203 MB/s
190,G Skill Intl F4-3866C18-4GVK 4GB,19199 MB/s
191,Crucial Technology BLT8G4D32AET4K.M8FE1 8GB,19191 MB/s
192,Corsair CMR32GX4M4C3000C16 8GB,19190 MB/s
193,Essencore Limited KD4AGU880-34A170X 16GB,19185 MB/s
194,G Skill Intl F4-3000C15-4GTZB 4GB,19183 MB/s
195,V-Color Technology Inc. TL48G30S816KRGB 8GB,19176 MB/s
196,G Skill Intl F4-3466C16-8GTZ 8GB,19175 MB/s
197,G Skill Intl F4-2800C15-4GTZB 4GB,19171 MB/s
198,Corsair CMR32GX4M2C3200C16 16GB,19171 MB/s
199,Team Group Inc. TEAMGROUP-UD4-3600 8GB,19167 MB/s
200,Corsair CMK32GX4M2C3000C16 16GB,19160 MB/s
201,G Skill Intl F4-3200C16-8GSXWB 8GB,19155 MB/s
202,G Skill Intl F4-3200C16-16GVR 16GB,19154 MB/s
203,A-DATA Technology DDR4 3200 8GB,19150 MB/s
204,G Skill Intl F4-3200C14-8GTZKY 8GB,19141 MB/s
205,Corsair CMD16GX4M2B3866C18 8GB,19137 MB/s
206,Crucial Technology BLS8G4D32AESBK.M8FE 8GB,19133 MB/s
207,Corsair CM4X16GC3000C16K8 16GB,19132 MB/s
208,Micron Technology 8ATF1G64AZ-2G6B1 8GB,19132 MB/s
209,Kingston KHX3200C18D4/8G 8GB,19123 MB/s
210,G Skill Intl F4-3200C15-16GTZKW 16GB,19113 MB/s
211,Corsair CMK32GX4M2F4000C19 16GB,19098 MB/s
212,Corsair CMW32GX4M4C3466C16 8GB,19098 MB/s
213,G Skill Intl F4-3600C19-16GSXKB 16GB,19097 MB/s
214,Essencore Limited KD48GU880-32A160T 8GB,19097 MB/s
215,Corsair CMD32GX4M2C3466C16W 16GB,19093 MB/s
216,Corsair CMK16GX4M4B3866C18 4GB,19091 MB/s
217,Patriot Memory (PDP Systems) 4000 C19 Series 8GB,19088 MB/s
218,Corsair CMK32GX4M4E4133C19 8GB,19086 MB/s
219,G Skill Intl F4-4000C18-8GTZKW 8GB,19079 MB/s
220,Corsair CM4X8GE3000C15K4 8GB,19073 MB/s
221,G Skill Intl F4-3200C16-8GTZ 8GB,19071 MB/s
222,Corsair CMT32GX4M4C3200C16 8GB,19067 MB/s
223,Corsair CMT32GX4M4C3600C18 8GB,19063 MB/s
224,Crucial Technology BLS8G4D32AESCK.M8FE 8GB,19052 MB/s
225,Corsair CMK32GX4M4B3200C14 8GB,19049 MB/s
226,SK Hynix GKE160SO102408-3000 16GB,19044 MB/s
227,Corsair CMW16GX4M2D3600C18 8GB,19029 MB/s
228,Corsair CMK8GX4M2B4133C19 4GB,19023 MB/s
229,Patriot Memory (PDP Systems) 3000 C15 Series 8GB,19022 MB/s
230,Corsair CMK16GX4M2L3000C15 8GB,19015 MB/s
231,G Skill Intl F4-3733C17-4GVK 4GB,19012 MB/s
232,Apacer Technology 78.CAGPN.DF40B 8GB,19009 MB/s
233,G Skill Intl F4-3600C19-16GVRB 16GB,19009 MB/s
234,Corsair CMR16GX4M2C3466C16 8GB,19004 MB/s
235,G Skill Intl F4-3000C14-8GTZ 8GB,18998 MB/s
236,Essencore Limited IM48GU88A30-FGGHMB 8GB,18993 MB/s
237,G Skill Intl F4-3733C17-16GTZR 16GB,18992 MB/s
238,Corsair CMK16GX4M2B3600C18 8GB,18990 MB/s
239,Kingston KHX3333C16D4/16GX 16GB,18989 MB/s
240,Corsair CMK16GX4M2B3733C17 8GB,18982 MB/s
241,Corsair CM4X8GC3000C15K4 8GB,18982 MB/s
242,G Skill Intl F4-4000C19-16GTZR 16GB,18981 MB/s
243,Corsair CMR16GX4M2D3200C16 8GB,18978 MB/s
244,G Skill Intl F4-3600C19-8GTZRB 8GB,18974 MB/s
245,G Skill Intl F4-3600C19-16GSXWB 16GB,18973 MB/s
246,Corsair CMD8GX4M2B3200C16 4GB,18973 MB/s
247,G Skill Intl F4-3200C16-16GTZSK 16GB,18962 MB/s
248,G Skill Intl F4-3000C15-8GRKB 8GB,18961 MB/s
249,Corsair CMT16GX4M2C3200C16 8GB,18959 MB/s
250,Crucial Technology BLS16G4D32AESB.M16FE 16GB,18954 MB/s
251,G Skill Intl F4-3200C16-16GVS 16GB,18953 MB/s
252,G Skill Intl F4-4266C17-8GTZR 8GB,18951 MB/s
253,Essencore Limited KD48GU880-34A170X 8GB,18948 MB/s
254,Crucial Technology BLS16G4D30AESE.M16FE 16GB,18942 MB/s
255,Corsair CMK32GX4M4B4000C19 8GB,18939 MB/s
256,Corsair CMT64GX4M4C3000C15 16GB,18939 MB/s
257,G Skill Intl F4-3200C16-8GTRS 8GB,18936 MB/s
258,G Skill Intl F4-3200C15-8GVK 8GB,18935 MB/s
259,Corsair CMR32GX4M2D3000C16 16GB,18928 MB/s
260,Crucial Technology BLE16G4D30AEEA.K16FB 16GB,18925 MB/s
261,Corsair CMW16GX4M2C3200C16 8GB,18921 MB/s
262,Avexir Technologies Corporation DDR4-3200 CL16 4GB 4GB,18912 MB/s
263,G Skill Intl F4-3200C16-16GTZR 16GB,18907 MB/s
264,G Skill Intl F4-3200C16-8GTZR 8GB,18906 MB/s
265,Corsair CMK32GX4M4K4133C19 8GB,18899 MB/s
266,Kingston KHX3200C16D4/8GX 8GB,18899 MB/s
267,Corsair CMK32GX4M2D3200C16 16GB,18898 MB/s
268,Corsair CMK16GX4M2B3466C16 8GB,18895 MB/s
269,Kingston KHX3333C16D4/8GX 8GB,18894 MB/s
270,G Skill Intl F4-3200C14-8GTZ 8GB,18887 MB/s
271,Kingston KHX3466C19D4/16G 16GB,18884 MB/s
272,Golden Empire CL16-18-18 D4-3200 8GB,18883 MB/s
273,Patriot Memory (PDP Systems) 4133 C19 Series 8GB,18881 MB/s
274,G Skill Intl F4-3200C15-8GTZ 8GB,18876 MB/s
275,Corsair CMK16GX4M2D3600C18 8GB,18871 MB/s
276,G Skill Intl F4-3866C18-16GTZR 16GB,18867 MB/s
277,Crucial Technology BLS16G4D32AESC.M16FE 16GB,18847 MB/s
278,Corsair CM4X8GF2666Z16K4 8GB,18841 MB/s
279,Crucial Technology BLS8G4D32AESBK.M8FE1 8GB,18834 MB/s
280,G Skill Intl F4-4000C19-4GVK 4GB,18830 MB/s
281,G Skill Intl F4-4000C19-8GTZ 8GB,18830 MB/s
282,Hyundai Inc AR32C16S8K2HU416R 8GB,18829 MB/s
283,Kingston KHX2933C17D4/8G 8GB,18829 MB/s
284,Crucial Technology BLS16G4D30BESB.16FD 16GB,18827 MB/s
285,G Skill Intl F4-2666C15-8GVS 8GB,18824 MB/s
286,Crucial Technology BLS16G4D32AEST.M16FE 16GB,18818 MB/s
287,G Skill Intl F4-3866C18-4GTZ 4GB,18816 MB/s
288,Crucial Technology BLE8G4D34AEEAK.K8FB 8GB,18813 MB/s
289,Corsair CMW16GX4M2Z3600C18 8GB,18813 MB/s
290,G Skill Intl F4-3600C17-8GVK 8GB,18797 MB/s
291,Kingston KHX3200C18D4/16G 16GB,18795 MB/s
292,G Skill Intl F4-3000C15-8GTZ 8GB,18793 MB/s
293,Corsair CMR32GX4M2C3333C16 16GB,18793 MB/s
294,Corsair CMK64GX4M4B3466C16 16GB,18790 MB/s
295,PNY Technologies Inc. 8GBF1X08QFHH36-135-K 8GB,18787 MB/s
296,Corsair CMR16GX4M2C3200C16 8GB,18782 MB/s
297,Kingston KHX3466C16D4/8GX 8GB,18780 MB/s
298,Crucial Technology BLT8G4D30AETA.K16FE 8GB,18770 MB/s
299,Kingston 9905702-007.A00G 8GB,18765 MB/s
300,Corsair CMK32GX4M2L3200C16 16GB,18752 MB/s
301,Crucial Technology BLE8G4D30AEEA.K16FE 8GB,18745 MB/s
302,Corsair CMR16GX4M2Z3200C16 8GB,18729 MB/s
303,G Skill Intl F4-3000C16-8GSXKB 8GB,18716 MB/s
304,Kingston KHX3200C16D4/16GX 16GB,18703 MB/s
305,Shanghai Kuxin Microelectronics Ltd NMUD480E82-3000 8GB,18703 MB/s
306,Corsair CMT32GX4M2C3000C15 16GB,18692 MB/s
307,G Skill Intl F4-3200C14-16GVK 16GB,18692 MB/s
308,Corsair CMR16GX4M2E4266C19 8GB,18691 MB/s
309,G Skill Intl F4-4000C19-8GTZSW 8GB,18676 MB/s
310,G Skill Intl F4-3200C16-16GTZKO 16GB,18671 MB/s
311,G Skill Intl F4-4133C19-8GTZKWC 8GB,18666 MB/s
312,Corsair CMW32GX4M2D3000C16 16GB,18657 MB/s
313,Corsair CMD32GX4M4B3600C16 8GB,18656 MB/s
314,G Skill Intl F4-3600C16-16GTZRC 16GB,18652 MB/s
315,G Skill Intl F4-3333C16-8GTZB 8GB,18652 MB/s
316,Crucial Technology BLS4G4D26BFSC.8FD2 4GB,18652 MB/s
317,G Skill Intl F4-3000C16-8GVRB 8GB,18651 MB/s
318,G Skill Intl F4-3200C16-8GVGB 8GB,18650 MB/s
319,Avexir Technologies Corporation DDR4-3200 CL16 8GB 8GB,18649 MB/s
320,G Skill Intl F4-4133C19-8GTZRF 8GB,18649 MB/s
321,G Skill Intl F4-3200C16-8GVK 8GB,18648 MB/s
322,Crucial Technology BLS8G4D30AESBK.M8FE 8GB,18643 MB/s
323,G Skill Intl F4-2800C15-4GVR 4GB,18643 MB/s
324,Corsair CMW32GX4M4D3600C18 8GB,18638 MB/s
325,Corsair CMD16GX4M4C3200C16 4GB,18629 MB/s
326,G Skill Intl F4-3600C19-8GVRB 8GB,18622 MB/s
327,G Skill Intl F4-3200C16-4GRB 4GB,18618 MB/s
328,Corsair CM4X8GD3000C16K4D 8GB,18614 MB/s
329,G Skill Intl F4-3600C17-8GTZ 8GB,18610 MB/s
330,G Skill Intl F4-3000C15-8GTZR 8GB,18610 MB/s
331,G Skill Intl F4-3400C16-8GTZ 8GB,18608 MB/s
332,G Skill Intl F4-3200C16-4GVRB 4GB,18607 MB/s
333,Corsair CMD16GX4M2A2400C14 8GB,18605 MB/s
334,Corsair CMU16GX4M2C3200C16 8GB,18600 MB/s
335,G Skill Intl F4-3200C16-8GVKB 8GB,18598 MB/s
336,G Skill Intl F4-4133C19-8GTZR 8GB,18588 MB/s
337,Crucial Technology BLS8G4D26BFSE.16FBR2 8GB,18587 MB/s
338,G Skill Intl F4-3200C16-16GSXFB 16GB,18578 MB/s
339,Corsair CM4B16G1J2400A16K2-O 16GB,18567 MB/s
340,Kingston KHX2933C15D4/8GX 8GB,18565 MB/s
341,G Skill Intl F4-3200C16-8GSXKB 8GB,18564 MB/s
342,Kingston KHX3600C17D4/16GX 16GB,18560 MB/s
343,Corsair CMK32GX4M2D3000C16 16GB,18536 MB/s
344,G Skill Intl F4-2133C15-8GFXR 8GB,18522 MB/s
345,Corsair CMK32GX4M2L3000C15 16GB,18518 MB/s
346,Corsair CMK64GX4M4C3000C16 16GB,18516 MB/s
347,G Skill Intl F4-3400C16-8GVK 8GB,18510 MB/s
348,Crucial Technology BLS16G4D30AESB.M16FE 16GB,18509 MB/s
349,G Skill Intl F4-3000C15-8GTZB 8GB,18508 MB/s
350,EVGA 8GX-D4-3200-MR 8GB,18504 MB/s
351,G Skill Intl F4-3000C15-8GVGB 8GB,18503 MB/s
352,Crucial Technology BLS8G4D26BFSB.16FD2 8GB,18502 MB/s
353,Avexir Technologies Corporation DDR4-3000 CL16 8GB 8GB,18500 MB/s
354,G Skill Intl F4-3600C17-16GTZSW 16GB,18499 MB/s
355,G Skill Intl F4-3000C14-16GVR 16GB,18498 MB/s
356,Corsair CM4X16GC3000C15D4 16GB,18496 MB/s
357,Crucial Technology BLE8G4D32BEEAK.K8FB 8GB,18491 MB/s
358,G Skill Intl F4-3200C16-8GTZSW 8GB,18481 MB/s
359,Crucial Technology BLS8G4D30BESBK.8FD 8GB,18481 MB/s
360,Kingston 99U5702-025.A00G 8GB,18476 MB/s
361,Corsair CMD8GX4M2B3000C15 4GB,18474 MB/s
362,Kingston X74R9W-MIE 8GB,18469 MB/s
363,G Skill Intl F4-2666C15-8GVK 8GB,18469 MB/s
364,Crucial Technology BLT4G4D30AETA.K8FE 4GB,18467 MB/s
365,Crucial Technology CT8G4DFD824A.C16FDR2 8GB,18462 MB/s
366,Corsair CM4B16G7L2666A16K2-O 16GB,18459 MB/s
367,Corsair CMT32GX4M4C3000C15 8GB,18457 MB/s
368,Corsair CMK16GX4M2C3000C15 8GB,18456 MB/s
369,G Skill Intl F4-3200C14-16GTZ 16GB,18455 MB/s
370,Corsair CMW32GX4M2C3000C15 16GB,18452 MB/s
371,Corsair CMR16GX4M2C3000C15 8GB,18446 MB/s
372,Corsair CMK16GX4M1C3000C16 16GB,18446 MB/s
373,Mushkin MR[A/B]4U300JJJM16G 16GB,18444 MB/s
374,G Skill Intl F4-3200C14-16GTZKY 16GB,18431 MB/s
375,Corsair CMW32GX4M2C3200C16 16GB,18431 MB/s
376,G Skill Intl F4-3200C16-16GVKA 16GB,18429 MB/s
377,G Skill Intl F4-3000C16-16GTZR 16GB,18428 MB/s
378,Corsair CMW16GX4M2C3000C15 8GB,18428 MB/s
379,Patriot Memory (PDP Systems) 3600 C17 Series 4GB,18427 MB/s
380,G Skill Intl F4-3400C16-16GVK 16GB,18427 MB/s
381,G Skill Intl F4-3200C16-8GSXFB 8GB,18426 MB/s
382,Corsair CM4X16GE2666C16K4 16GB,18424 MB/s
383,G Skill Intl F4-3000C16-16GVRB 16GB,18423 MB/s
384,G Skill Intl F4-2400C15-16GFXR 16GB,18418 MB/s
385,Corsair CMU16GX4M2C3000C15 8GB,18406 MB/s
386,V-Color Technology Inc. TL48G32S8KSRGB16 8GB,18402 MB/s
387,Corsair CM4B8G4J2400A16K2-ON 8GB,18400 MB/s
388,Hoodisk Electronics Co Ltd GKE800UD102408-2666 8GB,18399 MB/s
389,Mushkin MR[A/B]280HHHH16G 16GB,18396 MB/s
390,G Skill Intl F4-3200C16-8GTZKY 8GB,18394 MB/s
391,Corsair CMK16GX4M2B3200C16 8GB,18394 MB/s
392,Patriot Memory (PDP Systems) 3400 C16 Series 8GB,18384 MB/s
393,Apacer Technology 78.CAGPW.40C0B 8GB,18380 MB/s
394,Team Group Inc. TEAMGROUP-UD4-3733 8GB,18376 MB/s
395,Crucial Technology BLS16G4D26BFST.16FD 16GB,18370 MB/s
396,Kingston KHX2666C13/8GX 8GB,18366 MB/s
397,Corsair CMK16GX4M2B2800C14 8GB,18361 MB/s
398,G Skill Intl F4-3000C16-16GTRS 16GB,18361 MB/s
399,G Skill Intl F4-3000C15-8GVKB 8GB,18355 MB/s
400,Corsair CMD32GX4M2C3200C14T 16GB,18355 MB/s
